ParticipantID, Condition,Collaboration1,Enjoyment1,Exploration1,Expressiveness1,Immersion1,ResultsWorthEffort1,Collaboration2,Enjoyment2,Exploration2,Expressiveness2,Immersion2,ResultsWorthEffort2,Collaboration_Average, Enjoyment_Average, Exploration_Average, Expressiveness_Average,Immersion_Average, ResultsWorthEffort_Average,Collaboration_Count,Enjoyment_Count,Exploration_Count,Expressiveness_Count,Immersion_Count,ResultsWorthEffort_Count, CSIScore
8_1,1,0,5,4,7,10,7,5,6,5,3,9,8,2.5,5.5,4.5,5.0,9.5,7.5,0,3,2,5,4,1,64.0
