ParticipantID; Condition;Collaboration1;Enjoyment1;Exploration1;Expressiveness1;Immersion1;ResultsWorthEffort1;Collaboration2;Enjoyment2;Exploration2;Expressiveness2;Immersion2;ResultsWorthEffort2;Collaboration_Average; Enjoyment_Average; Exploration_Average; Expressiveness_Average;Immersion_Average; ResultsWorthEffort_Average;Collaboration_Count;Enjoyment_Count;Exploration_Count;Expressiveness_Count;Immersion_Count;ResultsWorthEffort_Count; CSIScore
1_1;1;0;6;8;3;8;8;0;7;6;3;6;9;0;6.5;7;3;7;8.5;4;0;5;3;2;1;44.333332
