ParticipantID, Condition,Collaboration1,Enjoyment1,Exploration1,Expressiveness1,Immersion1,ResultsWorthEffort1,Collaboration2,Enjoyment2,Exploration2,Expressiveness2,Immersion2,ResultsWorthEffort2,Collaboration_Average, Enjoyment_Average, Exploration_Average, Expressiveness_Average,Immersion_Average, ResultsWorthEffort_Average,Collaboration_Count,Enjoyment_Count,Exploration_Count,Expressiveness_Count,Immersion_Count,ResultsWorthEffort_Count, CSIScore
8_2,1,5,3,3,8,6,6,5,6,4,7,7,8,5.0,4.5,3.5,7.5,6.5,7.0,0,2,1,5,4,3,64.666664
